gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_no,D1_B7_no,D2_B7C2_no,D2_B7_no,D3_B7C2_no,D3_B7_no
ENSG00000198909,MAP3K3,4215,mitogen-activated protein kinase kinase kinase 3,2347.7776117608037,-0.16520282512988982,0.13147392984830147,-1.2565443606995375,0.20891867296113534,0.7097591607576669,2358,2664,2265,2693,1833,2362
ENSG00000185009,AP3M1,26985,adaptor related protein complex 3 subunit mu 1,2624.6207548885623,0.17094805902631577,0.13607152692828073,1.2563102868421359,0.20900349373895097,0.7098475902683808,3246,3199,2534,2388,2380,2158
ENSG00000114982,KANSL3,55683,KAT8 regulatory NSL complex subunit 3,1661.8576990556894,-0.23504279206415002,0.18726781958229957,-1.2551157619521198,0.20943673938782822,0.7099578802581623,1956,1905,1219,1572,1337,2089
ENSG00000124333,VAMP7,6845,vesicle associated membrane protein 7,41.091665495989574,-0.7745623722863618,0.6171086788142551,-1.2551474300679848,0.20942524520171946,0.7099578802581623,30,27,25,93,33,39
ENSG00000130713,EXOSC2,23404,exosome component 2,656.34365034647,0.18735555280590477,0.149263165772976,1.2552028615744755,0.20940512701002037,0.7099578802581623,740,752,634,548,664,616
ENSG00000132017,DCAF15,90379,DDB1 and CUL4 associated factor 15,94.04948301391016,-0.5899473415236004,0.4699880251541725,-1.2552390911025384,0.20939197869945372,0.7099578802581623,46,98,85,88,82,160
ENSG00000146776,ATXN7L1,222255,ataxin 7 like 1,1344.1646525753151,-0.3284975074800318,0.26168080801887567,-1.2553366445442056,0.2093565778725215,0.7099578802581623,1082,1254,1414,1910,946,1453
ENSG00000214517,PPME1,51400,protein phosphatase methylesterase 1,76.37703510879565,0.7256428203572554,0.5781618677687628,1.2550859211065748,0.20944757077021486,0.7099578802581623,103,62,89,101,86,18
ENSG00000239827,NA,NA,NA,25.782593966432888,-0.6423004948626045,0.5116230708354419,-1.2554173794660515,0.20932728353775415,0.7099578802581623,23,34,22,38,14,26
ENSG00000132170,PPARG,5468,peroxisome proliferator activated receptor gamma,94.27252678669217,0.7745835476244854,0.6172923582593414,1.254808256186223,0.20954837472771495,0.7101002179237806,142,127,141,78,67,19
ENSG00000100425,BRD1,23774,bromodomain containing 1,2396.90890217382,-0.16110844787537468,0.12844809305399418,-1.254268896056335,0.20974428536580034,0.7105646749457557,2344,2690,2294,2766,1951,2411
ENSG00000197114,ZGPAT,84619,zinc finger CCCH-type and G-patch domain containing,254.93642543449766,-0.41265658651139453,0.329101818064215,-1.2538872891637327,0.20988297571179987,0.710835076786612,340,383,163,329,154,205
ENSG00000052126,PLEKHA5,54477,pleckstrin homology domain containing A5,200.5911286541768,0.4873588703394402,0.38902424070926184,1.25277249934579,0.210288512635667,0.7111274254798687,270,306,204,108,213,120
ENSG00000068438,FTSJ1,24140,FtsJ RNA 2'-O-methyltransferase 1,1913.2607773910077,0.15463376644521637,0.12345962681502348,1.252504729152473,0.21038600616647707,0.7111274254798687,2242,2059,1673,1720,1981,1857
ENSG00000071553,ATP6AP1,537,ATPase H+ transporting accessory protein 1,2230.307413963659,-0.1221031453662913,0.09745613198073676,-1.2529036694215023,0.2102407663257862,0.7111274254798687,2400,2553,2019,2416,1833,2264
ENSG00000113312,TTC1,7265,tetratricopeptide repeat domain 1,267.83042853251845,0.4408001906124818,0.35172335442387304,1.2532582356793387,0.2101117423885567,0.7111274254798687,359,195,326,350,220,160
ENSG00000115540,MOB4,25843,"MOB family member 4, phocein",920.0772649017229,0.23187625986303645,0.18515215632384885,1.252355168132434,0.21044047467612811,0.7111274254798687,1311,1035,755,761,878,847
ENSG00000161981,SNRNP25,79622,small nuclear ribonucleoprotein U11/U12 subunit 25,1438.2704134094777,0.24874329510081875,0.19860533886002854,1.2524501935777568,0.21040586625245125,0.7111274254798687,1731,1731,1194,1076,1643,1310
ENSG00000162769,FLVCR1,28982,FLVCR heme transporter 1,478.8661017577352,0.3309325373522914,0.2641373299848376,1.252880603325884,0.21024916188677029,0.7111274254798687,761,604,390,358,440,374
ENSG00000175634,RPS6KB2,6199,ribosomal protein S6 kinase B2,152.4340456872744,-0.29800256738496056,0.23791755409482906,-1.252545523674066,0.2103711510128749,0.7111274254798687,176,199,105,164,123,162
ENSG00000123444,KBTBD4,55709,kelch repeat and BTB domain containing 4,882.2313331904531,-0.2135647768916717,0.17055636604893626,-1.2521653799213535,0.21050960818340445,0.711162005933527,881,1008,857,1084,647,856
ENSG00000111530,CAND1,55832,cullin associated and neddylation dissociated 1,7885.033797842909,0.16550811025639697,0.13220697880726984,1.25188633572569,0.21061128450516234,0.7112130073688511,10391,9043,6661,7164,7537,7021
ENSG00000117450,PRDX1,5052,peroxiredoxin 1,490.230225278111,0.4183152385269209,0.3342139560854013,1.2516390501060624,0.2107014185322495,0.7112130073688511,580,721,466,368,587,251
ENSG00000138767,CNOT6L,246175,CCR4-NOT transcription complex subunit 6 like,3657.7027823582,-0.16952100123338593,0.13543405301634584,-1.2516866877854276,0.21068405273302662,0.7112130073688511,3730,3897,3452,4280,2871,3832
ENSG00000125656,CLPP,8192,caseinolytic mitochondrial matrix peptidase proteolytic subunit,3313.274989138119,0.1168270640381732,0.09336600199702634,1.25128056829395,0.21083213240393983,0.7112565427899328,3754,3454,3160,3169,3155,3256
ENSG00000174574,AKIRIN1,79647,akirin 1,3701.9091989926146,0.13573958040945666,0.10847289889607331,1.2513686071901449,0.21080002518947294,0.7112565427899328,4691,4120,3292,3624,3423,3267
ENSG00000204370,SDHD,6392,succinate dehydrogenase complex subunit D,2044.6607930169919,0.11889822861033779,0.09503964925141595,1.2510381671949025,0.21092055279005342,0.7113560766444428,2301,2130,2000,2035,1914,1931
ENSG00000115339,GALNT3,2591,polypeptide N-acetylgalactosaminyltransferase 3,804.1991386100095,0.36923570194475375,0.2954839179222548,1.2495966093217428,0.21144694236458028,0.7121764968726261,707,526,947,817,943,809
ENSG00000148484,RSU1,6251,Ras suppressor protein 1,1646.2861957568643,0.2771104979100973,0.22171313517069627,1.2498605357628034,0.21135049780525858,0.7121764968726261,2300,2068,1299,1191,1731,1418
ENSG00000165006,UBAP1,51271,ubiquitin associated protein 1,2873.6445674390548,-0.13543750490588088,0.10838777925843102,-1.2495643497128464,0.21145873292101744,0.7121764968726261,2843,3270,2699,3155,2433,2931
ENSG00000170689,HOXB9,3219,homeobox B9,61.33361387008122,0.6112830601242123,0.4891364424558321,1.2497189067637497,0.21140224821914952,0.7121764968726261,61,46,43,53,109,51
ENSG00000198417,MT1F,4494,metallothionein 1F,365.9194541806898,-0.28830628516017587,0.2306602405309873,-1.2499175605491675,0.21132966386598287,0.7121764968726261,369,425,248,350,347,471
ENSG00000143067,ZNF697,90874,zinc finger protein 697,79.72651866717186,0.48882223905258765,0.39138851620659415,1.2489437446717604,0.21168565023466016,0.7125432230090011,142,69,55,65,82,72
ENSG00000145996,CDKAL1,54901,CDK5 regulatory subunit associated protein 1 like 1,1556.4244030879106,0.15976334395839004,0.12790589578015912,1.2490694270496066,0.21163968166771777,0.7125432230090011,1770,1594,1428,1400,1596,1571
ENSG00000160145,KALRN,8997,kalirin RhoGEF kinase,81.66175406904127,0.7216063735051323,0.578107835497296,1.248221057035833,0.2119501146597754,0.7128372379950217,150,76,31,42,123,74
ENSG00000243477,NAA80,24142,"N-alpha-acetyltransferase 80, NatH catalytic subunit",811.8748813627128,-0.3376991935697488,0.2705296205617644,-1.2482891628225568,0.21192518145547468,0.7128372379950217,598,738,823,1000,641,1047
ENSG00000261732,NA,NA,NA,108.3156282909313,0.4128841909745087,0.3307644046770918,1.2482727437905121,0.21193119219103632,0.7128372379950217,116,102,97,77,145,109
ENSG00000112218,GPR63,81491,G protein-coupled receptor 63,99.84392397110872,0.4542393527785293,0.3641369111617322,1.2474411103486784,0.2122358005788465,0.7128600562285271,108,79,144,105,82,77
ENSG00000167658,EEF2,1938,eukaryotic translation elongation factor 2,94809.39269827191,-0.12478722544157898,0.10003033876372977,-1.2474937802252637,0.2122164994260558,0.7128600562285271,95723,105711,88402,106003,80277,95751
ENSG00000177602,HASPIN,83903,histone H3 associated protein kinase,1139.6425327842385,0.23159259492875353,0.18560529440661916,1.2477693358325577,0.2121155412990876,0.7128600562285271,1296,1377,1231,1120,1061,799
ENSG00000254838,GVINP1,387751,"GTPase, very large interferon inducible pseudogene 1",1807.2021879634128,-0.31138670904581806,0.2496292703441119,-1.247396623867762,0.21225210387125681,0.7128600562285271,1749,2300,1855,2497,1106,1467
ENSG00000255561,FDXACB1,91893,ferredoxin-fold anticodon binding domain containing 1,145.88960223486654,0.4680681705519706,0.3751152156120841,1.2477984125176393,0.21210489020090947,0.7128600562285271,258,184,132,122,118,82
ENSG00000101911,PRPS2,5634,phosphoribosyl pyrophosphate synthetase 2,4052.152712874044,0.2388911385511647,0.19166713538725805,1.2463855009284293,0.2126229016427155,0.7131135873428185,5346,5030,3413,2969,4158,3660
ENSG00000127184,COX7C,1350,cytochrome c oxidase subunit 7C,2706.055897724962,-0.12174193243074347,0.09765430813175646,-1.246662177632631,0.21252139263912367,0.7131135873428185,2687,3190,2480,2853,2380,2740
ENSG00000134574,DDB2,1643,damage specific DNA binding protein 2,5222.1703135390235,-0.14800206751652192,0.11872038951434295,-1.2466440526514728,0.21252804138212078,0.7131135873428185,4859,5946,4813,5800,4703,5326
ENSG00000144028,SNRNP200,23020,small nuclear ribonucleoprotein U5 subunit 200,4125.82843054295,-0.37344754892853393,0.29957746443818956,-1.2465809123155378,0.21255120417208667,0.7131135873428185,3889,3106,4026,5089,2580,6010
ENSG00000186352,ANKRD37,353322,ankyrin repeat domain 37,1307.5276149238803,-0.4197371043700866,0.33676002106454345,-1.2463982602306578,0.21261821965437158,0.7131135873428185,902,949,1041,1614,1267,1993
ENSG00000082516,GEMIN5,25929,gem nuclear organelle associated protein 5,2185.5942111999825,0.2007866241766517,0.16138982957126238,1.2441095248074072,0.21345925599161508,0.7131653167400234,2871,2312,1734,1909,2281,2108
ENSG00000087460,GNAS,2778,GNAS complex locus,23018.019895830097,-0.16702320239141893,0.13421798126083775,-1.2444174828321093,0.21334595178377094,0.7131653167400234,21499,26056,22764,25984,18698,23650
ENSG00000108932,SLC16A6,9120,solute carrier family 16 member 6,58.04911234320229,0.5867887512612124,0.4711059818203545,1.2455557218650875,0.21292754651881637,0.7131653167400234,83,68,44,53,78,26
ENSG00000112992,NNT,23530,nicotinamide nucleotide transhydrogenase,3163.1822270014436,-0.23470308703793424,0.1885315835131458,-1.2449006297216456,0.21316827940315408,0.7131653167400234,3051,3943,3270,3808,2148,2930
ENSG00000114784,EIF1B,10289,eukaryotic translation initiation factor 1B,1406.370648229727,-0.15726073891753484,0.12640591158733458,-1.2440932306309305,0.21346525216982312,0.7131653167400234,1328,1653,1230,1451,1305,1508
ENSG00000123815,COQ8B,79934,coenzyme Q8B,694.9523439079894,-0.21115372992948755,0.1695608333608422,-1.2452977833632815,0.21302231017311143,0.7131653167400234,677,741,540,761,660,806
ENSG00000130714,POMT1,10585,protein O-mannosyltransferase 1,810.9179213886069,-0.31400502993781737,0.25231469855051797,-1.2444975728393717,0.21331649210605608,0.7131653167400234,733,838,867,1079,502,865
ENSG00000137364,TPMT,7172,thiopurine S-methyltransferase,471.25354516978757,0.231686011903582,0.18620429659077045,1.2442570668107018,0.2134049667806336,0.7131653167400234,674,506,405,456,429,392
ENSG00000143494,VASH2,79805,vasohibin 2,42.10563460104342,-0.6107496735477883,0.4904964623910679,-1.245166316940414,0.21307062114509068,0.7131653167400234,46,70,36,43,17,47
ENSG00000144579,CTDSP1,58190,CTD small phosphatase 1,3931.1149204892617,-0.18039514243657293,0.14481669424681112,-1.2456791903364777,0.2128821963882644,0.7131653167400234,3772,4654,3907,4572,3043,3790
ENSG00000152409,JMY,133746,"junction mediating and regulatory protein, p53 cofactor",3853.51736196785,-0.3408013060354367,0.27376034716265174,-1.2448892236133573,0.2131724726527147,0.7131653167400234,3499,3064,2695,4539,3701,5553
ENSG00000198793,MTOR,2475,mechanistic target of rapamycin kinase,3255.9510353365204,0.2184045783285683,0.17527388541840203,1.2460759787871856,0.21273650269273775,0.7131653167400234,4542,3993,2742,2734,3077,2719
ENSG00000198858,R3HDM4,91300,R3H domain containing 4,349.56271579307685,-0.45220573372214007,0.3629464434861932,-1.2459296456485112,0.21279022524806165,0.7131653167400234,310,238,237,449,313,541
ENSG00000232815,NA,NA,NA,31.28188608043159,-0.6116301764476111,0.49127299271739594,-1.2449904340649363,0.21313526653930046,0.7131653167400234,19,38,30,40,22,39
ENSG00000172270,BSG,682,basigin (Ok blood group),10572.89653511868,0.1296241363433545,0.10425044348313844,1.2433917018714653,0.2137235266492594,0.7138306668777754,11967,10646,10318,11260,9972,9487
ENSG00000146834,MEPCE,56257,methylphosphate capping enzyme,2786.5107584616344,0.1300800631499742,0.10463891782204715,1.243132725925102,0.21381892806027167,0.7139518079092146,3370,3203,2655,2700,2517,2414
ENSG00000115561,CHMP3,51652,charged multivesicular body protein 3,1386.031772592403,-0.1532680668934182,0.12333740629514715,-1.2426730178405634,0.21398835072491212,0.7142635078405749,1349,1732,1262,1532,1209,1296
ENSG00000122644,ARL4A,10124,ADP ribosylation factor like GTPase 4A,408.4344961988721,0.20182419795365064,0.16242632237290067,1.2425584412993096,0.21403059229478216,0.7142635078405749,501,471,363,360,417,357
ENSG00000268942,NA,NA,NA,213.19679122701962,-0.4334321070428585,0.348872764806008,-1.242378743103865,0.21409685473992762,0.7142872130781669,154,186,159,238,209,325
ENSG00000030110,BAK1,578,BCL2 antagonist/killer 1,1737.849006944572,0.20385034259122312,0.16413825686508365,1.241942899142529,0.2142576305951426,0.7144786177842131,1860,1568,1678,1907,1866,1532
ENSG00000103353,UBFD1,56061,ubiquitin family domain containing 1,1948.1685184162957,0.2152532068238792,0.1733253814725852,1.2419023976469696,0.21427257536828187,0.7144786177842131,2761,2167,1566,1660,1874,1800
ENSG00000011198,ABHD5,51099,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",460.25630455026226,0.28642697873315665,0.23069237917767285,1.2415970555861255,0.21438526868489524,0.7144790582243061,598,547,365,340,523,412
ENSG00000083844,ZNF264,9422,zinc finger protein 264,242.0256027563528,-0.29506146001000677,0.23776148598966118,-1.240997711558874,0.21460659426431325,0.7144790582243061,203,253,211,323,215,250
ENSG00000101842,VSIG1,340547,V-set and immunoglobulin domain containing 1,52.29931610244062,-0.996788891277354,0.8032528160855519,-1.240940425375601,0.21462775751031624,0.7144790582243061,21,45,67,129,11,41
ENSG00000127914,AKAP9,10142,A-kinase anchoring protein 9,2402.050537332404,-0.14713882151719374,0.11856814505084233,-1.240964185229517,0.21461897972019353,0.7144790582243061,2357,2631,2228,2641,2051,2562
ENSG00000131115,ZNF227,7770,zinc finger protein 227,237.33689607991658,-0.4962903001768659,0.39985187980042347,-1.2411853620009923,0.2145372810598617,0.7144790582243061,185,347,97,285,288,238
ENSG00000184203,PPP1R2,5504,protein phosphatase 1 regulatory inhibitor subunit 2,3355.1712805380266,-0.15966269630381258,0.1286160379937986,-1.2413902557899579,0.21446161704530292,0.7144790582243061,3190,3684,2927,3540,3094,3754
ENSG00000094916,CBX5,23468,chromobox 5,11056.18160162426,-0.1911752920529232,0.15407711015266864,-1.240776724482277,0.21468824185632582,0.71448341570377,10485,13585,11273,12543,8262,10656
ENSG00000081026,MAGI3,260425,"membrane associated guanylate kinase, WW and PDZ domain containing 3",38.14815289721872,0.7762766526191434,0.6263645195976288,1.239336885042302,0.2152207643512194,0.7149457135082237,77,31,47,16,21,40
ENSG00000089558,KCNH4,23415,potassium voltage-gated channel subfamily H member 4,19.533412198351904,-0.7663367787761908,0.6192278864988973,-1.2375682611922476,0.21587618901441968,0.7149457135082237,14,34,17,16,11,27
ENSG00000111707,SUDS3,64426,"SDS3 homolog, SIN3A corepressor complex component",2075.5454495586223,-0.14501767306573762,0.11705266232208192,-1.2389096513388753,0.2153789590575455,0.7149457135082237,2168,2461,1960,2291,1634,2041
ENSG00000116962,NID1,4811,nidogen 1,468.0639746305298,0.23269169038207613,0.18800055888715927,1.2377180778581682,0.21582061361428728,0.7149457135082237,639,541,388,401,466,405
ENSG00000132004,FBXW9,84261,F-box and WD repeat domain containing 9,146.0286576499603,0.36179872761213044,0.2920316607532525,1.238902407632529,0.21538164195560056,0.7149457135082237,204,129,108,127,172,140
ENSG00000134333,LDHA,3939,lactate dehydrogenase A,117993.13940627953,0.1306533231080623,0.10554341650127773,1.2379106858501268,0.2157491796519079,0.7149457135082237,132641,116883,111590,113572,115705,118846
ENSG00000136938,ANP32B,10541,acidic nuclear phosphoprotein 32 family member B,22624.821568014606,-0.16773173851614245,0.13555194318518707,-1.2373982591086303,0.215939264798916,0.7149457135082237,21534,23546,20909,25179,19500,25364
ENSG00000159377,PSMB4,5692,proteasome 20S subunit beta 4,6545.629018398589,0.1817288979753715,0.14657198159607307,1.2398610975744655,0.21502677504757423,0.7149457135082237,8696,7932,5751,5741,6078,5555
ENSG00000162695,SLC30A7,148867,solute carrier family 30 member 7,975.0478578259799,-0.13978702689978925,0.1129793940059512,-1.2372789580764256,0.21598353692242236,0.7149457135082237,1034,1083,839,1080,841,1013
ENSG00000163932,PRKCD,5580,protein kinase C delta,1414.5883218146887,0.19250367069672736,0.15559576258279736,1.2372038126314022,0.21601142644343216,0.7149457135082237,1863,1699,1218,1241,1366,1198
