gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_Il8,D1_B7_Il8,D2_B7C2_Il8,D2_B7_Il8,D3_B7C2_Il8,D3_B7_Il8
ENSG00000224531,SMIM13,221710,small integral membrane protein 13,382.6608511364132,0.2824780606037553,0.21853955850547674,1.2925717546769742,0.19615921383069815,0.5504704325731704,412,386,359,326,409,385
ENSG00000143183,TMCO1,54499,transmembrane and coiled-coil domains 1,1636.0207782700982,0.13031758227948614,0.10085638841994654,1.2921103394746685,0.19631893574312292,0.5506619266966326,1524,1632,1711,1742,1612,1611
ENSG00000104450,SPAG1,6674,sperm associated antigen 1,665.3801537087921,0.3310052274629765,0.2564188124930651,1.290877312178211,0.1967462237092898,0.5507390020643966,736,805,595,548,746,523
ENSG00000134987,WDR36,134430,WD repeat domain 36,985.7145088409648,0.3130251189099639,0.24238979017502146,1.291412145222532,0.19656080140832363,0.5507390020643966,995,970,824,807,1240,1014
ENSG00000138375,SMARCAL1,50485,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1",1404.909577485899,-0.17197007895145802,0.13320312633380524,-1.2910363569133003,0.19669107080592768,0.5507390020643966,1050,1439,1547,1789,1186,1532
ENSG00000144749,LRIG1,26018,leucine rich repeats and immunoglobulin like domains 1,3601.3774159360587,-0.20324599303896773,0.15740032651236438,-1.2912679251843993,0.19661078872368995,0.5507390020643966,2458,3737,4146,4788,3027,3815
ENSG00000152147,GEMIN6,79833,gem nuclear organelle associated protein 6,615.8270379451884,0.2429223424693114,0.1881200131579524,1.2913157850214745,0.1965941992563205,0.5507390020643966,668,641,589,561,620,593
ENSG00000170860,LSM3,27258,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",2212.860885990492,0.13333611448745064,0.10323716563415693,1.291551484084286,0.1965125147725731,0.5507390020643966,2043,2162,2391,2258,2139,2306
ENSG00000196865,NHLRC2,374354,NHL repeat containing 2,1249.5580725972554,0.18609626790936545,0.14416390424115133,1.290865899400667,0.19675018182254472,0.5507390020643966,1200,1312,1348,1123,1223,1282
ENSG00000136104,RNASEH2B,79621,ribonuclease H2 subunit B,2306.2240851278584,-0.21256898149571404,0.1647610546728299,-1.2901652148186205,0.1969933008846573,0.5509642543974874,1652,2695,2729,2948,1770,2280
ENSG00000138448,ITGAV,3685,integrin subunit alpha V,874.9461244867748,0.1907443382842201,0.1478600170666363,1.290033249477153,0.19703911397918217,0.5509642543974874,888,820,887,873,859,910
ENSG00000138623,SEMA7A,8482,semaphorin 7A (John Milton Hagen blood group),1214.0366859968958,0.2936218580187575,0.22759270065333181,1.2901198376568368,0.19700905314253755,0.5509642543974874,1390,1316,1007,1140,1336,1023
ENSG00000164088,PPM1M,132160,"protein phosphatase, Mg2+/Mn2+ dependent 1M",2523.523945603332,-0.2315184217584277,0.1794759776888419,-1.2899688567782144,0.19706147138326555,0.5509642543974874,1725,2433,2864,3597,2086,2709
ENSG00000133069,TMCC2,9911,transmembrane and coiled-coil domain family 2,1773.22442883473,0.38055007616553843,0.29515614953926617,1.2893177958838762,0.1972876266720924,0.551273707774404,1814,1468,1247,1550,2522,1879
ENSG00000160058,BSDC1,55108,BSD domain containing 1,1752.2085178031596,-0.16920863945086434,0.13123556052028282,-1.2893505295366394,0.1972762516371008,0.551273707774404,1466,1747,1724,2352,1496,1841
ENSG00000070367,EXOC5,10640,exocyst complex component 5,2470.4562843202134,0.13703390227422765,0.10632909704007056,1.2887714284132956,0.19747756176963768,0.5514816495397779,2271,2646,2834,2505,2264,2354
ENSG00000177565,TBL1XR1,79718,TBL1X/Y related 1,4870.867744980666,-0.16189457186039233,0.1256149473527773,-1.2888161422838258,0.19746201274841124,0.5514816495397779,3551,5363,5531,5600,4110,5442
ENSG00000011258,MBTD1,54799,mbt domain containing 1,439.8669173058787,-0.29340623049438963,0.22774307185660683,-1.2883212125948933,0.19763417196832206,0.551561210816468,295,431,525,621,321,500
ENSG00000079335,CDC14A,8556,cell division cycle 14A,552.595712502774,-0.1996303825276465,0.15507310613727912,-1.2873307790128539,0.19797901991494166,0.551561210816468,467,698,541,608,453,577
ENSG00000104635,SLC39A14,23516,solute carrier family 39 member 14,2790.299240403943,0.19770116950425418,0.15361034454557368,1.2870303109410672,0.19808372349074874,0.551561210816468,2312,2663,2932,2699,3223,2914
ENSG00000113749,HRH2,3274,histamine receptor H2,6645.550745690698,0.19764702207877108,0.15347556026209097,1.2878077899911118,0.1978128799113158,0.551561210816468,5594,6079,6760,6741,7776,6912
ENSG00000120948,TARDBP,23435,TAR DNA binding protein,5106.046079643054,0.1888037658795616,0.14661380648574196,1.2877625266343697,0.19782864047961912,0.551561210816468,5113,5818,5564,5172,4739,4251
ENSG00000131196,NFATC1,4772,nuclear factor of activated T cells 1,2825.6873157440427,-0.17574574644898774,0.136472161915204,-1.287777257886382,0.19782351099995546,0.551561210816468,2121,2733,3016,3496,2449,3341
ENSG00000134686,PHC2,1912,polyhomeotic homolog 2,1714.1422142306017,-0.14700291334954022,0.11418793969643827,-1.2873768783317974,0.19796295935001748,0.551561210816468,1364,1851,1889,2062,1398,1841
ENSG00000154114,TBCEL,219899,tubulin folding cofactor E like,587.1219482242067,-0.25622287961220047,0.19902837338299667,-1.2873686060788057,0.19796584125422859,0.551561210816468,406,781,530,691,585,569
ENSG00000185608,MRPL40,64976,mitochondrial ribosomal protein L40,1035.9880516992177,0.20459067811596554,0.15894935014468115,1.2871438475825168,0.19804415481891383,0.551561210816468,1091,1004,1004,1157,1029,918
ENSG00000251201,TMED7-TICAM2,100302736,TMED7-TICAM2 readthrough,349.84714130251723,-0.33754677928723315,0.2620125028490267,-1.2882850078407508,0.1976467699502364,0.551561210816468,206,348,405,398,282,496
ENSG00000111728,ST8SIA1,6489,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",437.7419743133063,-0.4178269856205751,0.32476760373961194,-1.2865414555189905,0.1982541606198811,0.5518748471133017,376,641,424,674,266,297
ENSG00000131171,SH3BGRL,6451,SH3 domain binding glutamate rich protein like,3169.243375529196,-0.19484187748533202,0.15147868660916058,-1.2862659549462259,0.19835025983134769,0.551981428408542,2300,3247,3702,3931,2496,3626
ENSG00000129255,MPDU1,9526,mannose-P-dolichol utilization defect 1,658.2054503899531,0.32296984083982927,0.25114803545242975,1.285973988440787,0.1984521398106722,0.5520168513231831,872,581,644,640,531,643
ENSG00000282458,WASH5P,375690,"WASP family homolog 5, pseudogene",473.2859192114362,-0.3073576141918525,0.23902174559952763,-1.2858981237080376,0.19847861862091407,0.5520168513231831,310,703,527,499,380,466
ENSG00000110080,ST3GAL4,6484,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",414.53522641026416,-0.2446687267982491,0.19031545389449409,-1.2855956875361634,0.19858420256872214,0.5521496698095978,348,394,362,564,363,480
ENSG00000066455,GOLGA5,9950,golgin A5,1690.9106893965272,-0.20398928732171953,0.15869985268416903,-1.285377924878618,0.19866025144382257,0.5522003146391901,1218,1613,1718,2054,1550,2106
ENSG00000129932,DOHH,83475,deoxyhypusine hydroxylase,817.1995175032338,0.1854121115022824,0.14427392156414742,1.2851394728315055,0.19874355005839045,0.5522710756570175,781,881,840,847,840,714
ENSG00000067334,DNTTIP2,30836,deoxynucleotidyltransferase terminal interacting protein 2,3196.6268443015124,0.2066610229440173,0.16090652406453113,1.2843545290999914,0.19901793534424236,0.5527118227652199,3460,3233,2961,3165,3198,3064
ENSG00000099810,MTAP,4507,methylthioadenosine phosphorylase,1069.8034331829897,0.20717463841831027,0.161287335148678,1.2845065499242851,0.19896477326978626,0.5527118227652199,930,1123,1102,989,1218,1049
ENSG00000275882,IKBKGP1,246210,inhibitor of nuclear factor kappa B kinase subunit gamma pseudogene 1,456.35399374512514,0.2384449302615122,0.18572691681706255,1.2838469207798022,0.19919552248909717,0.5530441549072114,453,504,459,458,483,375
ENSG00000130119,GNL3L,54552,G protein nucleolar 3 like,1838.6239063801781,0.14271967730201376,0.11120260619515411,1.2834202559205226,0.19934488105384965,0.5532979431110919,1609,1984,2086,1941,1802,1657
ENSG00000288859,H2AC19,723790,H2A clustered histone 19,244.36756736737394,-0.387920911170106,0.3023958254917378,-1.2828249548064774,0.19955340923599335,0.553715766168342,162,211,181,334,255,339
ENSG00000133818,RRAS2,22800,RAS related 2,1815.7522166924668,0.2122125461540067,0.16546697529868898,1.2825069520424606,0.1996648677835135,0.553864078325679,1682,1677,1750,1749,2070,1929
ENSG00000138050,THUMPD2,80745,THUMP domain containing 2,390.08570674601077,0.21963221227664226,0.17136396060728046,1.28167096219245,0.19995809538108436,0.5545163795232627,346,396,424,358,422,393
ENSG00000135245,HILPDA,29923,hypoxia inducible lipid droplet associated,9390.61170353932,-0.4177148005063612,0.32607410130287495,-1.2810425570056712,0.20017871857590183,0.5549670165396954,5011,5890,9655,13919,8487,14495
ENSG00000130309,COLGALT1,79709,collagen beta(1-O)galactosyltransferase 1,2165.080112586993,0.13032159743349445,0.10177320846988588,1.2805098649518931,0.20036587753427618,0.5553246440340404,1874,2050,2411,2437,2158,2120
ENSG00000144468,RHBDD1,84236,rhomboid domain containing 1,1153.9715791922915,0.1861205843579405,0.1454072928766778,1.2799948384692936,0.200546951198703,0.5556652031471898,982,985,1396,1269,1133,1194
ENSG00000152818,UTRN,7402,utrophin,4561.753963619342,-0.20666724629098757,0.1614942958706788,-1.2797185509046234,0.2006441379398502,0.5557732025093385,3194,4530,5343,5903,3654,5193
ENSG00000112304,ACOT13,55856,acyl-CoA thioesterase 13,1476.9429304655077,0.17514163401297492,0.13688139439104752,1.2795138067678082,0.20071618078059403,0.5558019733101865,1517,1423,1667,1560,1261,1445
ENSG00000174842,GLMN,11146,"glomulin, FKBP associated protein",353.48268423604213,0.2923449927605281,0.22850910200527585,1.2793581970917658,0.20077094741797585,0.5558019733101865,393,410,366,309,338,293
ENSG00000134970,TMED7,51014,transmembrane p24 trafficking protein 7,1621.0917418531892,0.17602228932041158,0.13760901194062944,1.279147977578353,0.20084495123731289,0.5558456795402502,1404,1514,1786,1573,1702,1758
ENSG00000015133,CCDC88C,440193,coiled-coil domain containing 88C,1665.8943001584257,-0.3217171633656151,0.25154331630566745,-1.278973212608339,0.20090648910302392,0.555854870459482,912,1488,1978,2476,1401,1969
ENSG00000035403,VCL,7414,vinculin,2284.537201152129,0.17457909836148883,0.13659378690439158,1.2780895992266834,0.20121783577926455,0.5565550104346518,2352,2322,2236,2298,2241,2223
ENSG00000141569,TRIM65,201292,tripartite motif containing 65,1282.7129737670343,0.18790406252938652,0.14704120755786773,1.2779007031443026,0.20128444012856636,0.5565780001006521,1101,1090,1410,1437,1375,1305
ENSG00000131236,CAP1,10487,cyclase associated actin cytoskeleton regulatory protein 1,28974.464310904634,0.12958371980454983,0.10145079701533385,1.2773060795664701,0.20149420809684943,0.5569967281148576,27451,31279,31889,30698,26649,26398
ENSG00000001629,ANKIB1,54467,ankyrin repeat and IBR domain containing 1,2944.6610574779934,0.14454471453931855,0.11337019356710301,1.2749798689702647,0.20231636743042225,0.5570117290154762,2757,3163,3135,3186,2878,2591
ENSG00000029639,TFB1M,51106,"transcription factor B1, mitochondrial",759.5894678697738,0.213721683491423,0.1675917888930024,1.275251519797738,0.20222023120971946,0.5570117290154762,822,717,855,816,634,714
ENSG00000063180,CA11,770,carbonic anhydrase 11,272.6967693268105,-0.2963042628031476,0.23226569798569396,-1.2757125368611166,0.2020571551841251,0.5570117290154762,206,278,232,300,255,377
ENSG00000065060,BLTP3A,54887,bridge-like lipid transfer protein family member 3A,1530.4628923875775,0.2720133410549856,0.21326428778163195,1.2754753450962621,0.2021410452872432,0.5570117290154762,1337,1358,1498,1313,1898,1730
ENSG00000112367,FIG4,9896,FIG4 phosphoinositide 5-phosphatase,615.2317474521656,-0.18676318440966827,0.1462869565231816,-1.2766906144504588,0.20171149628671542,0.5570117290154762,498,636,660,781,485,677
ENSG00000113761,ZNF346,23567,zinc finger protein 346,776.0116905403672,-0.17196066570667207,0.1346880984916845,-1.2767324480216693,0.20169672165500283,0.5570117290154762,668,921,787,920,620,785
ENSG00000116747,RO60,6738,"Ro60, Y RNA binding protein",2770.085506031787,0.11606843849775142,0.09100292974759346,1.2754362834216424,0.20215486307427916,0.5570117290154762,2527,2828,2973,2862,2682,2787
ENSG00000120256,LRP11,84918,LDL receptor related protein 11,487.79728135583946,0.22375549747969406,0.17541232940368326,1.27559732112534,0.20209790157356208,0.5570117290154762,507,509,494,447,482,476
ENSG00000124786,SLC35B3,51000,solute carrier family 35 member B3,309.6897776397475,-0.3018901242737173,0.23648476751051273,-1.2765732332434352,0.2017529567769554,0.5570117290154762,252,311,348,410,195,372
ENSG00000134444,RELCH,57614,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing",400.5611284949642,0.3721333281004814,0.29183134922367004,1.2751657047484128,0.20225059723932196,0.5570117290154762,277,265,532,402,491,446
ENSG00000142798,HSPG2,3339,heparan sulfate proteoglycan 2,268.3830963991647,-0.5711598972220991,0.4476490988811713,-1.2759098558438378,0.2019873866460056,0.5570117290154762,82,237,365,427,192,364
ENSG00000173918,C1QTNF1,114897,C1q and TNF related 1,546.4214474857534,-1.1322701806392161,0.8878161873930204,-1.275343023384164,0.20218785592710015,0.5570117290154762,581,1540,174,482,174,362
ENSG00000176894,PXMP2,5827,peroxisomal membrane protein 2,329.93783266659227,-0.2746116639983581,0.21537491336060832,-1.2750401600327892,0.20229502777166866,0.5570117290154762,272,443,353,381,228,329
ENSG00000198393,ZNF26,7574,zinc finger protein 26,312.8295769689191,-0.2950516413459401,0.2310469655780914,-1.2770201963384618,0.2015951171091799,0.5570117290154762,199,291,330,411,277,399
ENSG00000119616,FCF1,51077,FCF1 rRNA-processing protein,1844.7320325336323,0.12782671531764958,0.10028031062704691,1.274694050291195,0.20241755355445587,0.5571296631126966,1753,1809,2011,1972,1705,1845
ENSG00000048140,TSPAN17,26262,tetraspanin 17,868.6086715686235,0.15238396737781718,0.11958311468019762,1.2742933463920822,0.2025594736662552,0.5573280594414018,791,836,985,993,827,803
ENSG00000101558,VAPA,9218,VAMP associated protein A,4466.89888954907,0.12062151932279043,0.09467401323425864,1.2740721049220554,0.20263786336843956,0.5573280594414018,4037,4178,4893,4927,4299,4561
ENSG00000197746,PSAP,5660,prosaposin,6390.067804735596,-0.13904657502750936,0.10914206079576734,-1.2739962395221858,0.2026647488877825,0.5573280594414018,5128,6457,6882,8022,5355,6933
ENSG00000075089,ACTR6,64431,actin related protein 6,626.7128882387135,0.22534459270351095,0.17701362944008203,1.2730352652296113,0.20300552821836526,0.5580236202982893,593,490,733,710,597,647
ENSG00000138376,BARD1,580,BRCA1 associated RING domain 1,1308.4232693106821,0.17419326563428356,0.13687723125487408,1.2726241175197697,0.20315145623762607,0.5580236202982893,1149,1137,1577,1500,1237,1295
ENSG00000182307,C8orf33,65265,chromosome 8 open reading frame 33,1017.432600799383,0.21432389191379442,0.16840284205709163,1.2726857177453972,0.20312958770119632,0.5580236202982893,1074,1016,995,934,1009,1046
ENSG00000186866,POFUT2,23275,protein O-fucosyltransferase 2,450.7926506940221,-0.33537723713709533,0.2634699936849331,-1.2729238439886688,0.20304506724327176,0.5580236202982893,333,365,380,578,416,659
ENSG00000138757,G3BP2,9908,G3BP stress granule assembly factor 2,7527.130618786621,0.12397275006774684,0.09745350137296868,1.2721220717692343,0.20332975012829232,0.5581921950042942,7192,7857,7779,7938,7257,7196
ENSG00000185201,IFITM2,10581,interferon induced transmembrane protein 2,14755.991540583364,0.2871696129882546,0.2257266335244387,1.2722008409218741,0.20330176893214888,0.5581921950042942,11154,9911,19413,16335,16057,16201
ENSG00000243943,ZNF512,84450,zinc finger protein 512,1426.1995767482772,0.2097414726351549,0.1648979653189369,1.2719470020717603,0.2033919502453998,0.5582024549994474,1485,1617,1481,1315,1355,1281
ENSG00000164219,PGGT1B,5229,protein geranylgeranyltransferase type I subunit beta,791.190792647498,0.19095685024927886,0.15018118382218565,1.271509821599033,0.20354733559630148,0.5584683793889329,744,881,857,734,792,738
ENSG00000104517,UBR5,51366,ubiquitin protein ligase E3 component n-recognin 5,14506.417805171839,-0.19046432660042328,0.14984949005039852,-1.2710375359726942,0.2037152953203752,0.5587686411143185,10397,14081,15502,16933,12881,18246
ENSG00000118655,DCLRE1B,64858,DNA cross-link repair 1B,1545.1367657661776,0.2113583309581425,0.1664090674116523,1.270113066827648,0.20404435776909524,0.5595104905167494,1516,1813,1634,1461,1544,1293
ENSG00000111802,TDP2,51567,tyrosyl-DNA phosphodiesterase 2,2020.878713544715,0.13438577106799035,0.10583236072663342,1.2697984826693116,0.20415642135588546,0.5595115587750908,1840,1996,2101,2100,2055,2048
ENSG00000163904,SENP2,59343,SUMO specific peptidase 2,1416.346122001607,0.1720086384137918,0.1354630215701675,1.269782974128436,0.20416194708550656,0.5595115587750908,1357,1479,1422,1365,1463,1398
ENSG00000112208,BAG2,9532,BAG cochaperone 2,1007.6162110481145,0.22075980729880454,0.1739177104713754,1.2693348291009083,0.20432166922099854,0.5597806637529799,1060,1117,1057,885,947,958
ENSG00000124151,NCOA3,8202,nuclear receptor coactivator 3,4519.890996154977,0.10994455667250742,0.08662654963435469,1.2691785270979463,0.20437739776318475,0.5597806637529799,3922,4672,4966,4950,4465,4267
