gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_Il8,D1_B7C2_no,D2_B7C2_Il8,D2_B7C2_no,D3_B7C2_Il8,D3_B7C2_no
ENSG00000125734,GPR108,56927,G protein-coupled receptor 108,404.52375037675773,-0.11168283169433779,0.3658052593636572,-0.30530679599472565,0.7601325004292225,0.9999578066363455,186,357,541,446,470,447
ENSG00000125735,TNFSF14,8740,TNF superfamily member 14,1870.8279895130777,-0.12865214914521253,0.2856478311804649,-0.4503872779763325,0.652431216609547,0.9999578066363455,1779,2509,1473,1183,2058,2275
ENSG00000125740,FOSB,2354,"FosB proto-oncogene, AP-1 transcription factor subunit",78.37540644734908,0.5224998608145653,0.4454058378460547,1.173087140800244,0.24076086269079566,0.9999578066363455,95,103,125,62,61,35
ENSG00000125741,OPA3,80207,outer mitochondrial membrane lipid metabolism regulator OPA3,1996.8136683584298,-0.07719253711858248,0.09016908976372066,-0.856086462898295,0.39194995585497966,0.9999578066363455,1825,2403,2135,1995,1891,1820
ENSG00000125743,SNRPD2,6633,small nuclear ribonucleoprotein D2 polypeptide,6199.353404993692,-0.029296330852677913,0.07286984337342434,-0.4020364185846775,0.6876572242203802,0.9999578066363455,5603,7144,7032,6093,5886,5722
ENSG00000125744,RTN2,6253,reticulon 2,313.6651714340347,-0.15143890706079355,0.20495437773954706,-0.7388908142925341,0.45997330059245245,0.9999578066363455,286,357,349,375,262,264
ENSG00000125746,EML2,24139,EMAP like 2,3670.958313640803,-0.021779701361065575,0.12231825398766326,-0.17805765411973773,0.8586776976515953,0.9999578066363455,2970,4035,4142,3407,3903,3722
ENSG00000125753,VASP,7408,vasodilator stimulated phosphoprotein,51.542606349418215,0.8769414665142106,0.4930955447346418,1.7784412694017233,0.07533140972307717,0.9999578066363455,77,24,60,53,61,30
ENSG00000125755,SYMPK,8189,symplekin scaffold protein,429.9225561579643,0.2736095199686467,0.22008598810296254,1.2431937277199323,0.21379645348841603,0.9999578066363455,360,395,567,321,501,454
ENSG00000125772,GPCPD1,56261,glycerophosphocholine phosphodiesterase 1,397.8359421763067,0.10653585628178748,0.21792134280136569,0.4888729800958249,0.6249316260817932,0.9999578066363455,408,487,509,395,331,287
ENSG00000125775,SDCBP2,27111,syndecan binding protein 2,88.95272378699008,-0.5391498804784106,0.5335779574539085,-1.0104425659768441,0.3122833031000148,0.9999578066363455,38,53,103,117,82,137
ENSG00000125779,PANK2,80025,pantothenate kinase 2,1326.0101922685476,0.010054078041669948,0.13014576465238453,0.07725244128016068,0.9384227241455043,0.9999578066363455,1158,1341,1596,1327,1274,1303
ENSG00000125810,CD93,22918,CD93 molecule,55.27420095646534,0.29880176911556167,0.41772893917017956,0.7153006198448514,0.47442330563692725,0.9999578066363455,42,55,87,62,58,33
ENSG00000125814,NAPB,63908,NSF attachment protein beta,203.6928286464344,-0.1048439909328614,0.2136106258952524,-0.49081823759213844,0.6235550097917784,0.9999578066363455,177,210,248,200,170,224
ENSG00000125817,CENPB,1059,centromere protein B,3080.1178913628632,-0.019973283286905116,0.12765153305603305,-0.15646724178500684,0.8756647384545692,0.9999578066363455,3069,3977,3328,2812,2795,2680
ENSG00000125818,PSMF1,9491,proteasome inhibitor subunit 1,5503.716633716548,-0.04875027953564437,0.11622787429744447,-0.41943707419861376,0.6748967338575126,0.9999578066363455,5313,6470,5454,4898,5442,5590
ENSG00000125821,DTD1,92675,D-aminoacyl-tRNA deacylase 1,1789.7427910178656,0.03140502357615884,0.08567494866122057,0.3665601680176301,0.7139471242977096,0.9999578066363455,1652,2048,1957,1653,1837,1663
ENSG00000125826,RBCK1,10616,RANBP2-type and C3HC4-type zinc finger containing 1,4558.399304935275,-0.020108366940890705,0.18053858022336644,-0.11137988853137194,0.911315107449291,0.9999578066363455,4842,6196,4339,3635,4324,4241
ENSG00000125827,TMX4,56255,thioredoxin related transmembrane protein 4,2136.301769774821,0.03990667069456674,0.25716037672296144,0.15518203544070147,0.8766778103604882,0.9999578066363455,1805,2063,3104,2641,1721,1612
ENSG00000125834,STK35,140901,serine/threonine kinase 35,2080.554500678633,0.05501219635829558,0.08740258559126943,0.6294115441338923,0.5290796622228099,0.9999578066363455,1962,2447,2443,1858,1995,1895
ENSG00000125835,SNRPB,6628,small nuclear ribonucleoprotein polypeptides B and B1,8439.382485210057,0.017682360165692662,0.1278303210218354,0.1383268071639454,0.8899821401053394,0.9999578066363455,8211,10646,8488,7183,8737,7761
ENSG00000125841,NRSN2,80023,neurensin 2,298.5086273379462,-0.0780256218452802,0.16248600340651617,-0.480199033821218,0.6310858737981628,0.9999578066363455,274,363,290,283,307,284
ENSG00000125843,AP5S1,55317,adaptor related protein complex 5 subunit sigma 1,392.71861158693685,-0.002225712454566825,0.21426517760212674,-0.010387653651774414,0.9917120005790312,0.9999578066363455,366,436,522,421,305,331
ENSG00000125844,RRBP1,6238,ribosome binding protein 1,3790.718345274691,-0.10058665663609183,0.08606147087472887,-1.1687768709241075,0.24249354135502554,0.9999578066363455,3261,4611,4215,3468,3575,3822
ENSG00000125846,ZNF133,7692,zinc finger protein 133,407.8926885186346,-0.026648676403940506,0.19273448473074564,-0.1382662601410915,0.8900299898595869,0.9999578066363455,345,377,467,426,409,427
ENSG00000125863,MKKS,8195,MKKS centrosomal shuttling protein,411.7284460322875,-0.04295776214080829,0.1401831032471654,-0.306440370813213,0.7592693743723061,0.9999578066363455,372,465,450,368,400,430
ENSG00000125868,DSTN,11034,"destrin, actin depolymerizing factor",2698.4494905031606,0.13268474276647502,0.18274888678824663,0.7260495267487919,0.4678084093500553,0.9999578066363455,2147,2438,3603,2742,2845,2523
ENSG00000125870,SNRPB2,6629,small nuclear ribonucleoprotein polypeptide B2,2945.4275562263574,0.09873677443912666,0.1393481853092355,0.7085616093242567,0.47859656714085,0.9999578066363455,3081,3622,3014,2435,3018,2623
ENSG00000125871,MGME1,92667,mitochondrial genome maintenance exonuclease 1,247.2988165108519,-0.09799303427665744,0.19600941111332887,-0.4999404555121068,0.6171170051752614,0.9999578066363455,189,296,267,218,266,261
ENSG00000125875,TBC1D20,128637,TBC1 domain family member 20,888.164049367645,-0.11037136050961135,0.13014226611387647,-0.8480823625203724,0.3963921034429458,0.9999578066363455,783,1090,1057,884,748,825
ENSG00000125877,ITPA,3704,inosine triphosphatase,1027.4674300003292,-0.036985642065669844,0.2401263798226725,-0.1540257346693139,0.8775894443758545,0.9999578066363455,1103,1494,876,771,1034,941
ENSG00000125885,MCM8,84515,minichromosome maintenance 8 homologous recombination repair factor,2738.2792075332954,-0.06812810796702294,0.08669019130620981,-0.7858802355894995,0.4319376545705286,0.9999578066363455,2467,3275,3117,2695,2491,2530
ENSG00000125898,FAM110A,83541,family with sequence similarity 110 member A,1031.1567453320488,0.021102532508590652,0.19603523214793048,0.10764663207410816,0.9142760048376415,0.9999578066363455,749,1060,1377,1095,1046,925
ENSG00000125901,MRPS26,64949,mitochondrial ribosomal protein S26,1716.8647889419785,-0.053907268887553685,0.15597213372791416,-0.345621154235104,0.7296274458681955,0.9999578066363455,1476,1982,1714,1450,1871,1860
ENSG00000125910,S1PR4,8698,sphingosine-1-phosphate receptor 4,3144.907371976097,-0.050832656389486246,0.28934092669277867,-0.17568429385539436,0.8605419750671994,0.9999578066363455,2423,3166,4587,4216,2479,2218
ENSG00000125912,NCLN,56926,nicalin,2433.735338209308,0.028644756315536438,0.1949429961974573,0.1469391405399465,0.8831800575291683,0.9999578066363455,2596,3326,2297,1864,2435,2210
ENSG00000125944,HNRNPR,10236,heterogeneous nuclear ribonucleoprotein R,13193.938000050759,-0.03562044491926275,0.08667869193149508,-0.4109481133773306,0.6811105816097363,0.9999578066363455,12247,15991,14283,11660,12694,12923
ENSG00000125945,ZNF436,80818,zinc finger protein 436,647.4500447536342,-0.043980957081203795,0.13401724485104818,-0.32817386396866977,0.7427802080513284,0.9999578066363455,552,723,796,625,586,638
ENSG00000125952,MAX,4149,MYC associated factor X,2580.273052590674,-0.01349824563046218,0.11098693434391053,-0.1216201322277786,0.9031998686374063,0.9999578066363455,2482,3247,2738,2248,2497,2405
ENSG00000125954,CHURC1-FNTB,100529261,CHURC1-FNTB readthrough,97.5932085240117,0.19165770997216697,0.6353444623290873,0.3016595269746676,0.7629116245215092,0.9999578066363455,34,54,189,142,104,71
ENSG00000125962,ARMCX5,64860,armadillo repeat containing X-linked 5,238.90369068606387,-0.02534463199494848,0.18922591131911207,-0.13393848558196184,0.8934512173592971,0.9999578066363455,252,280,234,223,222,227
ENSG00000125967,NECAB3,63941,N-terminal EF-hand calcium binding protein 3,192.23698107205863,0.07347652556821643,0.31833599768660426,0.23081437883928124,0.8174590101313015,0.9999578066363455,232,281,202,170,155,128
ENSG00000125970,RALY,22913,RALY heterogeneous nuclear ribonucleoprotein,8034.361150691449,-0.03413713127618947,0.11500250769203242,-0.29683814693507377,0.7665900802851305,0.9999578066363455,7050,9231,9783,8274,7233,7099
ENSG00000125971,DYNLRB1,83658,dynein light chain roadblock-type 1,3952.1185859867196,-0.019305717854241216,0.08074242174686833,-0.2391025366413413,0.8110260748634476,0.9999578066363455,3763,4621,4318,3631,3733,3807
ENSG00000125977,EIF2S2,8894,eukaryotic translation initiation factor 2 subunit beta,12783.559433759092,0.016369840023416484,0.14636935858071967,0.11183925503362001,0.9109508617413588,0.9999578066363455,12098,14408,12608,10558,13794,13497
ENSG00000125991,ERGIC3,51614,ERGIC and golgi 3,2573.5304380013445,-0.01861287284222622,0.11306472378271323,-0.1646213975456772,0.8692419881929683,0.9999578066363455,2235,2817,3020,2691,2480,2309
ENSG00000125995,ROMO1,140823,reactive oxygen species modulator 1,1433.1812296175099,0.005221032720967402,0.12261255540512479,0.042581550508563826,0.966035102710745,0.9999578066363455,1317,1680,1448,1284,1543,1375
ENSG00000126001,CEP250,11190,centrosomal protein 250,4720.641379577491,0.003167787015068423,0.1328780164450176,0.023839812632808176,0.9809803831758488,0.9999578066363455,4057,5311,6036,4842,4269,4111
ENSG00000126003,PLAGL2,5326,PLAG1 like zinc finger 2,5782.634821918112,0.07445068798725155,0.16866616657548564,0.4414085497931296,0.6589172536969162,0.9999578066363455,5569,6699,5603,4476,6565,5929
ENSG00000126005,MMP24OS,101410538,MMP24 opposite strand,1188.129943991767,-0.014139391252983743,0.18309317761847366,-0.0772251125732667,0.9384444643528091,0.9999578066363455,876,1175,1430,1177,1285,1229
ENSG00000126012,KDM5C,8242,lysine demethylase 5C,6272.306229080168,0.024974049486288844,0.07656042464604562,0.3262005089672496,0.7442726563360658,0.9999578066363455,5565,7027,7260,5749,6285,6037
ENSG00000126016,AMOT,154796,angiomotin,120.48214329761916,-0.2042032819313116,0.32299890429071726,-0.6322104478333372,0.5272493711706518,0.9999578066363455,75,154,147,91,120,147
ENSG00000126062,TMEM115,11070,transmembrane protein 115,1133.2476884325542,-0.05039602692223296,0.1420277640941436,-0.3548322206130611,0.7227152884360216,0.9999578066363455,1135,1416,1085,1030,1109,1062
ENSG00000126067,PSMB2,5690,proteasome 20S subunit beta 2,7085.265166291176,0.042020702488909586,0.16691766558242918,0.2517450884679336,0.8012381035163563,0.9999578066363455,7624,9292,7042,5659,6804,6430
ENSG00000126070,AGO3,192669,argonaute RISC catalytic component 3,709.8498372057443,0.03417761343612312,0.13903709255946223,0.24581651419031453,0.8058242727623685,0.9999578066363455,618,861,905,631,658,643
ENSG00000126088,UROD,7389,uroporphyrinogen decarboxylase,1453.891461711012,0.08439260155045553,0.1422496309006714,0.5932711460557977,0.5529997056602167,0.9999578066363455,1553,1704,1485,1215,1437,1370
ENSG00000126091,ST3GAL3,6487,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",373.9588488562853,-0.045992724924700405,0.17496971278756643,-0.2628610643062604,0.7926576674018122,0.9999578066363455,314,395,473,387,331,362
ENSG00000126106,TMEM53,79639,transmembrane protein 53,134.7362601176991,-0.07017872429822049,0.2716513391577223,-0.25834116818939856,0.7961436166687834,0.9999578066363455,120,187,150,142,127,94
ENSG00000126107,HECTD3,79654,HECT domain E3 ubiquitin protein ligase 3,1846.0654114556412,-0.03607540231345211,0.08682757570650279,-0.4154832381292699,0.6777881832114153,0.9999578066363455,1665,2096,1989,1740,1835,1816
ENSG00000126214,KLC1,3831,kinesin light chain 1,1700.9650805520619,-0.0763433399284961,0.12168214250662211,-0.6273997018448404,0.5303972631397609,0.9999578066363455,1492,2254,1824,1499,1675,1580
ENSG00000126215,XRCC3,7517,X-ray repair cross complementing 3,1156.6601603578156,-0.013171597573279062,0.19172573676861251,-0.0687002058006194,0.9452282543874374,0.9999578066363455,1108,1457,1021,945,1304,1139
ENSG00000126216,TUBGCP3,10426,tubulin gamma complex associated protein 3,2392.6281339707443,0.048344695468357894,0.11552044736779776,0.41849470435685276,0.6755854575884341,0.9999578066363455,2009,2750,2946,2312,2422,2073
ENSG00000126226,PCID2,55795,PCI domain containing 2,1092.7322963470415,0.016703000312334546,0.12638025277378692,0.132164637637115,0.8948540707891972,0.9999578066363455,1081,1370,1212,941,1014,1001
ENSG00000126243,LRFN3,79414,leucine rich repeat and fibronectin type III domain containing 3,784.5070224237818,-0.08688806152708166,0.14815332789010813,-0.5864739102690314,0.5575570889549537,0.9999578066363455,621,983,915,804,771,671
ENSG00000126246,IGFLR1,79713,IGF like family receptor 1,1232.8882529811026,0.12826725952846066,0.25681320258347085,0.4994574197826552,0.6174571766237773,0.9999578066363455,1144,1179,1053,982,1636,1375
ENSG00000126247,CAPNS1,826,calpain small subunit 1,11353.148571643178,0.012972627928241233,0.09215811894838581,0.14076489490314684,0.8880556766781593,0.9999578066363455,10686,12793,13337,11223,10415,10182
ENSG00000126249,PDCD2L,84306,programmed cell death 2 like,420.98425241620964,-0.07559647324040823,0.3784647758227825,-0.1997450702672699,0.8416799630213511,0.9999578066363455,449,643,288,230,472,462
ENSG00000126254,RBM42,79171,RNA binding motif protein 42,3337.1328696004225,-0.03882722395337089,0.15628712582262835,-0.2484352037891864,0.803797698476711,0.9999578066363455,3290,4349,3209,2711,3346,3268
ENSG00000126259,KIRREL2,84063,kirre like nephrin family adhesion molecule 2,198.735088155227,-0.05087986883051034,0.20477944614453858,-0.24846179530438825,0.803777126341378,0.9999578066363455,192,271,208,170,187,178
ENSG00000126261,UBA2,10054,ubiquitin like modifier activating enzyme 2,6809.518979364178,0.00981115472486872,0.07095189042873737,0.13827897559294552,0.8900199409219188,0.9999578066363455,6454,7976,7519,6344,6596,6267
ENSG00000126264,HCST,10870,hematopoietic cell signal transducer,615.9673410945687,-0.004354106698364513,0.263887943339673,-0.016499831872803544,0.9868356362163908,0.9999578066363455,513,632,887,748,483,475
ENSG00000126267,COX6B1,1340,cytochrome c oxidase subunit 6B1,4089.3191565158377,0.0019371897784749013,0.10432963312432728,0.018567972688702892,0.9851857525215527,0.9999578066363455,3550,4638,4774,4167,4050,3563
ENSG00000126351,THRA,7067,thyroid hormone receptor alpha,172.76594260371286,-0.2988566106632248,0.512113023962424,-0.5835754934542599,0.5595059519600405,0.9999578066363455,81,166,305,269,102,133
ENSG00000126353,CCR7,1236,C-C motif chemokine receptor 7,27965.401348765183,-0.047303547235537244,0.1603920389379974,-0.2949245333418533,0.7680515301668762,0.9999578066363455,28752,36656,26240,23070,27095,27103
ENSG00000126368,NR1D1,9572,nuclear receptor subfamily 1 group D member 1,243.65263416649344,-0.05578170356800416,0.3387783923736082,-0.1646554350092303,0.8692151958126539,0.9999578066363455,145,217,261,227,318,296
ENSG00000126391,FRMD8,83786,FERM domain containing 8,304.4043090497503,-0.6090599938340581,0.22915386642793328,-2.6578647933291655,0.007863743427830477,0.9999578066363455,219,344,314,408,199,348
ENSG00000126432,PRDX5,25824,peroxiredoxin 5,6716.809877704898,-0.03862958653721091,0.09429941408600652,-0.40964821374158794,0.6820640236477045,0.9999578066363455,5802,7315,7677,6824,6549,6386
ENSG00000126453,BCL2L12,83596,BCL2 like 12,1012.7358013625944,-0.023707380688907022,0.10897793688451715,-0.21754293911830522,0.827785247552003,0.9999578066363455,927,1229,1060,948,1033,925
ENSG00000126456,IRF3,3661,interferon regulatory factor 3,2526.1606713220463,-0.04056371242628269,0.11397030330914257,-0.3559147536552069,0.7219044065282985,0.9999578066363455,2380,3003,2524,2255,2564,2511
ENSG00000126457,PRMT1,3276,protein arginine methyltransferase 1,6286.5007655971,-0.029497066692895008,0.1807406989244786,-0.1632010215099377,0.8703601619425194,0.9999578066363455,6658,8405,5835,4998,6053,6036
ENSG00000126458,RRAS,6237,RAS related,508.42139425264685,0.028878549319185768,0.1661999953488477,0.17375782266762857,0.8620557927131807,0.9999578066363455,446,514,527,499,570,500
ENSG00000126461,SCAF1,58506,SR-related CTD associated factor 1,6109.47908148568,-0.07403699465563973,0.10540582520700395,-0.7023994595198156,0.4824300822727888,0.9999578066363455,5906,7665,6272,5541,5687,5858
ENSG00000126464,PRR12,57479,proline rich 12,3577.36272206792,0.005228245507217048,0.10501173453500295,0.04978725025701149,0.9602919269043447,0.9999578066363455,3123,4227,4268,3075,3457,3537
ENSG00000126467,TSKS,60385,testis specific serine kinase substrate,42.364225973165475,-0.3994371439966614,0.444586594963483,-0.8984462161515913,0.368947706712539,0.9999578066363455,44,39,38,49,27,55
ENSG00000126522,ASL,435,argininosuccinate lyase,618.8126779617296,0.0012600527280799392,0.2090899369440013,0.006026367153276286,0.9951916837947066,0.9999578066363455,587,795,791,632,500,462
